"asset_id",ts,lat,lon
351709091308016,1740497887,330249040,"-801764250"
351709091308016,1740497945,330249110,"-801764140"
351709091308016,1740498040,330248690,"-801763409"
351709091308016,1740498099,330249180,"-801764160"
351709091308016,1740498159,330249230,"-801764150"
351709091308016,1740498218,330249290,"-801764309"
351709091308016,1740498278,330249380,"-801764410"
351709091308016,1740498340,330249260,"-801764510"
351709091308016,1740498399,330249260,"-801764450"
351711091899663,1744392181,357033500,"-861155450"
351711091899663,1744392262,357034010,"-861165320"
351711091899663,1744392426,357035020,"-861158630"
351711091899663,1744393177,357032359,"-861160950"
351711091899663,1744393309,357031420,"-861164000"
351711091899663,1744393342,357033270,"-861161020"
351711091899663,1744393414,357032440,"-861162080"
351711091899663,1744393582,357032310,"-861162120"
351711091899663,1744393629,357032380,"-861161260"
351711091899663,1744393701,357032400,"-861160060"
351711091899663,1744393751,357032330,"-861159909"
351711091899663,1744393819,357032340,"-861159720"
351711091899663,1744393881,357032270,"-861159610"
351711091899663,1744393939,357032450,"-861159360"
351711091899663,1744394004,357032460,"-861159320"
351711091899663,1744394060,357032440,"-861159280"
351711091899663,1744394122,357032440,"-861159190"
351711091899663,1744394182,357032400,"-861159100"
351711091899663,1744394244,357032380,"-861159150"
351711091899663,1744394463,357033500,"-861162900"
351711091899663,1744394525,357033530,"-861162910"
351711091899663,1744394571,357033410,"-861162720"
351711091899663,1744394643,357033630,"-861162700"
351711091899663,1744395524,357032580,"-861159420"
351711091899663,1744395712,357033289,"-861160180"
351711091899663,1744395772,357033190,"-861159990"
351711091899663,1744395829,357033130,"-861159909"
351711091899663,1744395889,357033110,"-861159680"
351711091899663,1744395950,357033060,"-861159580"
351711091899663,1744396010,357033100,"-861159500"
351711091899663,1744396071,357033080,"-861159410"
351711091899663,1744396131,357033090,"-861159360"
351711091899663,1744396196,357033150,"-861159400"
351711091899663,1744396255,357033170,"-861159380"
351711091899663,1744396310,357033130,"-861159390"
351711091899663,1744396371,357033119,"-861159400"
351711091899663,1744396431,357033090,"-861159370"
351711091899663,1744396492,357033130,"-861159330"
351711091899663,1744396553,357033150,"-861159280"
351711091899663,1744396613,357033240,"-861159090"
351711091899663,1744396669,357033200,"-861159090"
351711091899663,1744396733,357033870,"-861157190"
351711091899663,1744396792,357032940,"-861156320"
351711091899663,1744397039,357030480,"-861161550"
351711091899663,1744397123,357033530,"-861160940"
351711091899663,1744397174,357035810,"-861161310"
351711091899663,1744397244,357037160,"-861159420"
351711091899663,1744397299,357038480,"-861161060"
351711091899663,1744397375,357035270,"-861162910"
351711091899663,1744397419,357033300,"-861160510"
351711091899663,1744397671,357030810,"-861166520"
351711091899663,1744397749,357028380,"-861165980"
351711091899663,1744397826,357037180,"-861152890"
351711091899663,1744397833,357033990,"-861156680"
351711091899663,1744398365,357031680,"-861162860"
351711091899663,1744398445,357031580,"-861162920"
351711091899663,1744398545,357033340,"-861160010"
351711091899663,1744398634,357033180,"-861160760"
351711091899663,1744398851,357030180,"-861169199"
351711091899663,1744398908,357031830,"-861164290"
351711091899663,1744399094,357031540,"-861164600"
351711091899663,1744399149,357031490,"-861164900"
351711091899663,1744405041,357032010,"-861160270"
351711091899663,1744405073,357032820,"-861160020"
351711091899663,1744405135,357033520,"-861159290"
351711091899663,1744405193,357034840,"-861159430"
351711091899663,1744405247,357035539,"-861159260"
351711091899663,1744405330,357035880,"-861158850"
351711091899663,1744405422,357037390,"-861160570"
351711091899663,1744405486,357035790,"-861160930"
351711091899663,1744405551,357035510,"-861161050"
351711091899663,1744405616,357035730,"-861161489"
351711091899663,1744405669,357035830,"-861161149"
351711091899663,1744405741,357035680,"-861161070"
351711091899663,1744405792,357035750,"-861161100"
351711091899663,1744405853,357035410,"-861160750"
351711091899663,1744405924,357035450,"-861161040"
351711091899663,1744405980,357035480,"-861161040"
351711091899663,1744406113,357035330,"-861160370"
351711091899663,1744406180,357035160,"-861160940"
351711091899663,1744406218,357035160,"-861161140"
351711091899663,1744406280,357034540,"-861160200"
351711091899663,1744406343,357034000,"-861159950"
351711091899663,1744406395,357033870,"-861159670"
351711091899663,1744406456,357033879,"-861159799"
351711091899663,1744406525,357033940,"-861159720"
351711091899663,1744412508,357035010,"-861158150"
351711091899663,1744412570,357035060,"-861160529"
351711091899663,1744412621,357037220,"-861160200"
351711091899663,1744412687,357036150,"-861159880"
351711091899663,1744412745,357037030,"-861159110"
351711091899663,1744412804,357034180,"-861161510"
351711091899663,1744412865,357034280,"-861161260"
351711091899663,1744412926,357032669,"-861158570"
351711091899663,1744413069,357033119,"-861158750"
351711091899663,1744413118,357033160,"-861158720"
351711091899663,1744413199,357033270,"-861158880"
351711091899663,1744413291,357034440,"-861171510"
351711091899663,1744413380,357033790,"-861171210"
351711091899663,1744413479,357033830,"-861171030"
351711091899663,1744413553,357033810,"-861170660"
351711091899663,1744413593,357034000,"-861170460"
351711091899663,1744413672,357034120,"-861170180"
351711091899663,1744413784,357037130,"-861164299"
351711091899663,1744413882,357033930,"-861157039"
351711091899663,1744413988,357034280,"-861159030"
351711091899663,1744414114,357036190,"-861163680"
351711091899663,1744414222,357036310,"-861164060"
351711091899663,1744414399,357035410,"-861169960"
351711091899663,1744414466,357036990,"-861167920"
351711091899663,1744414540,357036260,"-861162770"
351711091899663,1744414582,357035680,"-861165050"
351711091899663,1744414633,357034049,"-861161690"
351711091899663,1744414757,357035989,"-861162920"
351711091899663,1744414871,357038300,"-861171050"
351711091899663,1744434200,357034140,"-861165630"
351711091899663,1744434289,357033660,"-861167560"
351711091899663,1744434346,357033150,"-861167630"
351711091899663,1744434405,357032790,"-861167840"
351711091899663,1744434502,357032450,"-861168620"
351711091899663,1744434582,357021120,"-861155760"
351711091899663,1744434770,357017809,"-861147160"
351711091899663,1744434842,357028670,"-861162300"
351711091899663,1744434889,357028970,"-861163210"
351711091899663,1744434977,357030720,"-861161570"
351711091899663,1744435066,357028810,"-861154550"
351711091899663,1744435155,357029700,"-861155870"
351711091899663,1744435250,357037959,"-861165920"
351711091899663,1744435305,357037150,"-861163970"
351711091899663,1744435440,357037470,"-861163450"
351711091899663,1744435503,357036760,"-861162900"
351711091899663,1744435561,357037330,"-861162820"
351711091899663,1744435617,357036790,"-861163150"
351711091899663,1744435675,357036400,"-861162260"
351711091899663,1744435750,357036090,"-861162290"
351711091899663,1744435796,357035870,"-861162320"
351711091899663,1744435854,357035970,"-861162600"
351711091899663,1744435924,357035890,"-861162650"
351711091899663,1744435979,357035660,"-861162650"
351711091899663,1744436039,357035670,"-861162630"
351711091899663,1744436164,357035580,"-861162510"
351711091899663,1744436215,357035340,"-861162260"
351711091899663,1744436281,357035280,"-861162250"
351711091899663,1744436338,357035140,"-861162060"
351711091899663,1744436463,357035040,"-861162010"
351711091899663,1744436527,357034900,"-861161610"
351711091899663,1744436828,357032680,"-861159610"
351711091899663,1744436876,357034610,"-861160450"
351711091899663,1744436936,357034800,"-861160650"
351711091899663,1744437019,357034840,"-861161040"
351711091899663,1744437182,357033600,"-861159840"
351711091899663,1744437235,357033550,"-861160000"
351711091899663,1744437319,357033490,"-861160130"
351711091899663,1744437406,357033480,"-861159900"
351711091899663,1744437491,357033390,"-861159860"
351711091899663,1744437601,357033370,"-861160090"
351711091899663,1744437663,357033330,"-861160140"
351711091899663,1744437726,357033330,"-861160190"
351711091899663,1744437780,357033289,"-861160390"
351711091899663,1744437850,357033240,"-861160500"
351711091899663,1744437900,357033240,"-861160520"
351711091899663,1744437955,357033320,"-861160450"
351711091899663,1744438087,357036030,"-861158080"
351711091899663,1744438169,357035150,"-861158440"
351711091899663,1744438294,357035110,"-861160090"
351711091899663,1744438391,357034710,"-861160370"
351711091899663,1744438509,357033980,"-861160010"
351711091899663,1744438639,357033830,"-861160090"
351711091899663,1744439372,357032340,"-861161340"
351711091899663,1744439459,357032260,"-861161580"
351711091899663,1744439574,357032410,"-861161340"
351711091899663,1744439670,357032270,"-861161070"
351711091899663,1744442008,357033440,"-861160520"
351709092560607,1744459061,417895820,"-731422020"
351709092560607,1744459226,417895350,"-731421310"
351709092560607,1744459253,417895420,"-731421720"
351709092560607,1744459547,417894790,"-731421480"
351709092560607,1744459577,417894990,"-731419950"
351709092560607,1744459719,417894200,"-731421140"
351709092560607,1744459746,417894960,"-731421370"
351709092560607,1744459949,417895700,"-731421300"
351709092560607,1744459978,417896209,"-731421470"
351709092560607,1744460227,417896200,"-731420739"
351709092560607,1744460254,417895390,"-731420900"
351709092560607,1744460568,417895210,"-731421160"
351709092560607,1744460596,417895190,"-731420550"
351711091899663,1744460612,357032529,"-861161780"
351711091899663,1744460700,357031060,"-861165330"
351711091899663,1744460724,357030890,"-861165480"
351711091899663,1744460787,357031610,"-861163960"
351709092560607,1744460977,417894520,"-731420930"
351709092560607,1744461003,417894780,"-731420940"
351709092560607,1744461385,417893830,"-731420280"
351709092560607,1744461414,417895270,"-731420830"
351711091899663,1744461732,357032180,"-861159340"
351709092560607,1744461737,417894260,"-731421020"
351711091899663,1744461812,357033130,"-861159780"
351711091899663,1744461886,357033030,"-861160000"
351711091899663,1744461936,357033100,"-861159440"
351711091899663,1744462002,357033330,"-861159670"
351711091899663,1744462061,357033340,"-861159660"
351709092560607,1744462081,417895309,"-731422259"
351709092560607,1744462116,417895449,"-731421860"
351711091899663,1744462120,357033440,"-861159680"
351711091899663,1744462182,357033470,"-861159510"
351711091899663,1744462234,357033340,"-861159660"
351711091899663,1744462304,357033429,"-861159610"
351709092560607,1744462440,417894850,"-731421840"
351709092560607,1744462465,417895520,"-731421079"
351711091899663,1744462498,357033259,"-861160010"
351711091899663,1744462546,357033190,"-861160060"
351711091899663,1744462780,357033140,"-861159790"
351709092560607,1744462785,417893890,"-731421189"
351709092560607,1744462812,417893550,"-731421330"
351711091899663,1744462833,357033270,"-861159760"
351711091899663,1744463006,357041070,"-861157170"
351711091899663,1744463120,357033970,"-861158690"
351709092560607,1744463195,417895020,"-731420940"
351711091899663,1744463208,357033600,"-861158720"
351709092560607,1744463220,417895350,"-731420980"
351711091899663,1744463299,357033350,"-861159420"
351711091899663,1744463560,357030730,"-861163270"
351709092560607,1744463582,417894990,"-731421180"
351709092560607,1744463600,417894480,"-731420550"
351711091899663,1744463687,357033400,"-861159100"
351711091899663,1744463815,357033569,"-861159230"
351709092560607,1744463983,417895050,"-731420480"
351709092560607,1744464011,417895220,"-731420980"
351711091899663,1744464243,357035210,"-861160350"
351711091899663,1744464310,357034779,"-861160040"
351711091899663,1744464369,357035160,"-861160240"
351709092560607,1744464390,417894510,"-731422010"
351711091899663,1744464419,357035170,"-861160249"
351709092560607,1744464419,417896040,"-731420650"
351711091899663,1744464546,357038410,"-861159080"
351711091899663,1744464612,357033730,"-861157430"
351711091899663,1744464664,357034160,"-861157720"
